SESSION_ID,ENERGIA_TOTAL_MJ,MASSA_TOTAL_TON,TIPO_COMBUSTIVEL_PRINCIPAL,NUM_REGISTROS_CONSUMO
41400003674,194.4,4.8,LSHFO 0.5,1
41400003678,1401.3,34.6,LSHFO 0.5,1
41400003680,1782.0,44.0,LSHFO 0.5,1
41400003682,1620.0,40.0,LSHFO 0.5,1
41400003684,133.65,3.3,LSHFO 0.5,1
41400003694,76.95,1.9,LSHFO 0.5,1
41400003707,72.9,1.8,LSHFO 0.5,1
41400003715,97.2,2.4,LSHFO 0.5,1
41400003719,1377.0,34.0,LSHFO 0.5,1
41400003721,1660.5,41.0,LSHFO 0.5,1
41400003726,72.9,1.8,LSHFO 0.5,1
41400003735,52.65,1.3,LSHFO 0.5,1
41400003739,1822.5,45.0,LSHFO 0.5,1
41400003746,234.9,5.8,LSHFO 0.5,1
41400003754,133.65,3.3,LSHFO 0.5,1
41400003758,1863.0,46.0,LSHFO 0.5,1
41400003760,1944.0,48.0,LSHFO 0.5,1
41400003762,243.0,6.0,LSHFO 0.5,1
41400003768,283.5,7.0,LSHFO 0.5,1
41400003776,170.1,4.2,LSHFO 0.5,1
41400003780,324.0,8.0,LSHFO 0.5,1
41400003782,1944.0,48.0,LSHFO 0.5,1
41400003784,1741.5,43.0,LSHFO 0.5,1
41400003786,1944.0,48.0,LSHFO 0.5,1
41400003800,52.65,1.3,LSHFO 0.5,1
41400003808,113.39999999999999,2.8,LSHFO 0.5,1
41400003812,1782.0,44.0,LSHFO 0.5,1
41400003814,1863.0,46.0,LSHFO 0.5,1
41400003816,1782.0,44.0,LSHFO 0.5,1
41400003820,1863.0,46.0,LSHFO 0.5,1
41400003822,263.25,6.5,LSHFO 0.5,1
41400003828,38.879999999999995,0.96,LSHFO 0.5,1
41400003836,105.3,2.6,LSHFO 0.5,1
41400003844,52.65,1.3,LSHFO 0.5,1
41400003848,1701.0,42.0,LSHFO 0.5,1
41400003850,1863.0,46.0,LSHFO 0.5,1
41400003852,1458.0,36.0,LSHFO 0.5,1
41400003854,1863.0,46.0,LSHFO 0.5,1
41400004050,162.0,4.0,LSHFO 0.5,1
41400004054,0.0,0.0,LSHFO 0.5,3
41400004058,40.5,1.0,LSHFO 0.5,1
41400004063,891.0,22.0,LSHFO 0.5,1
41400004065,2025.0,50.0,LSHFO 0.5,1
41400004067,2146.5,53.0,LSHFO 0.5,1
41400004069,2632.5,65.0,LSHFO 0.5,1
41400004071,2187.0,54.0,LSHFO 0.5,1
41400004073,1863.0,46.0,LSHFO 0.5,1
41400004076,2065.5,51.0,LSHFO 0.5,1
41400004078,2268.0,56.0,LSHFO 0.5,1
41400004080,2308.5,57.0,LSHFO 0.5,1
41400004082,1944.0,48.0,LSHFO 0.5,1
41400004084,2268.0,56.0,LSHFO 0.5,1
41400004086,2187.0,54.0,LSHFO 0.5,1
41400004088,2592.0,64.0,LSHFO 0.5,1
41400004090,2025.0,50.0,LSHFO 0.5,1
41400004092,2065.5,51.0,LSHFO 0.5,1
41400004094,2268.0,56.0,LSHFO 0.5,1
41400004096,2430.0,60.0,LSHFO 0.5,1
41400004098,1417.5,35.0,LSHFO 0.5,1
41400004104,243.0,6.0,LSHFO 0.5,1
41400004145,121.5,3.0,LSHFO 0.5,1
41400004149,486.0,12.0,LSHFO 0.5,1
41400004151,1620.0,40.0,LSHFO 0.5,1
41400004153,1903.5,47.0,LSHFO 0.5,1
41400004155,2106.0,52.0,LSHFO 0.5,1
41400004157,2187.0,54.0,LSHFO 0.5,1
41400004159,1944.0,48.0,LSHFO 0.5,1
41400004161,2025.0,50.0,LSHFO 0.5,1
41400004163,1498.5,37.0,LSHFO 0.5,1
41400004165,1863.0,46.0,LSHFO 0.5,1
41400004167,2227.5,55.0,LSHFO 0.5,1
41400004169,2430.0,60.0,LSHFO 0.5,1
41400004171,1944.0,48.0,LSHFO 0.5,1
41400004173,1296.0,32.0,LSHFO 0.5,1
41400004175,1782.0,44.0,LSHFO 0.5,1
41400004177,1863.0,46.0,LSHFO 0.5,1
41400004179,2430.0,60.0,LSHFO 0.5,1
41400004181,1174.5,29.0,LSHFO 0.5,1
41400004187,121.5,3.0,LSHFO 0.5,1
41400004195,40.5,1.0,LSHFO 0.5,1
41400004199,607.5,15.0,LSHFO 0.5,1
41400004234,81.0,2.0,LSHFO 0.5,3
41400004245,40.5,1.0,LSHFO 0.5,1
41400004249,0.0,0.0,LSHFO 0.5,3
41400004256,40.5,1.0,LSHFO 0.5,1
41400004260,162.0,4.0,LSHFO 0.5,1
41400004263,283.5,7.0,LSHFO 0.5,1
41400004269,40.5,1.0,LSHFO 0.5,1
41400004277,121.5,3.0,LSHFO 0.5,1
41400004286,162.0,4.0,LSHFO 0.5,1
41400004290,1539.0,38.0,LSHFO 0.5,1
41400004292,2349.0,58.0,LSHFO 0.5,1
41400004294,1984.5,49.0,LSHFO 0.5,1
41400004296,2430.0,60.0,LSHFO 0.5,1
41400004298,1903.5,47.0,LSHFO 0.5,1
41400004300,1093.5,27.0,LSHFO 0.5,1
41400004302,2268.0,56.0,LSHFO 0.5,1
41400004305,2308.5,57.0,LSHFO 0.5,3
41400004307,2187.0,54.0,LSHFO 0.5,1
41400004309,1620.0,40.0,LSHFO 0.5,1
41400004311,2187.0,54.0,LSHFO 0.5,1
41400004313,1863.0,46.0,LSHFO 0.5,1
41400004315,2025.0,50.0,LSHFO 0.5,1
41400004317,2349.0,58.0,LSHFO 0.5,1
41400004320,2430.0,60.0,LSHFO 0.5,1
41400004322,1863.0,46.0,LSHFO 0.5,1
41400004324,1903.5,47.0,LSHFO 0.5,1
41400004326,2268.0,56.0,LSHFO 0.5,1
41400004328,2389.5,59.0,LSHFO 0.5,1
41400004330,2430.0,60.0,LSHFO 0.5,1
41400004332,2389.5,59.0,LSHFO 0.5,1
41400004334,2389.5,59.0,LSHFO 0.5,1
41400004336,2308.5,57.0,LSHFO 0.5,1
41400004338,2146.5,53.0,LSHFO 0.5,1
41400004342,2025.0,50.0,LSHFO 0.5,1
41400004344,2025.0,50.0,LSHFO 0.5,1
41400004346,2025.0,50.0,LSHFO 0.5,1
41400004348,1701.0,42.0,LSHFO 0.5,1
41400004350,2586.6,63.0,LSHFO 0.5,3
41400004352,2116.5,51.0,VLSHFO 0.1,1
41400004354,1286.5,31.0,VLSHFO 0.1,1
41400004360,1245.0,30.0,VLSHFO 0.1,1
41400004368,332.0,8.0,VLSHFO 0.1,1
41400004380,83.0,2.0,VLSHFO 0.1,1
41400004401,207.5,5.0,VLSHFO 0.1,1
41400004411,166.0,4.0,VLSHFO 0.1,1
41400004419,124.5,3.0,VLSHFO 0.1,1
41400004424,0.0,0.0,LSHFO 0.5,3
41400004428,415.0,10.0,VLSHFO 0.1,1
41400004437,332.0,8.0,VLSHFO 0.1,1
41400004439,2573.0,62.0,VLSHFO 0.1,1
41400004441,1752.5,43.0,LSHFO 0.5,2
41400004443,1863.0,46.0,LSHFO 0.5,1
41400004445,2065.5,51.0,LSHFO 0.5,1
41400004447,2430.0,60.0,LSHFO 0.5,1
41400004452,2754.0,68.0,LSHFO 0.5,1
41400004454,1863.0,46.0,LSHFO 0.5,1
41400004464,2349.0,58.0,LSHFO 0.5,1
41400004466,2349.0,58.0,LSHFO 0.5,1
41400004468,2025.0,50.0,LSHFO 0.5,1
41400004470,2673.0,66.0,LSHFO 0.5,1
41400004472,2754.0,68.0,LSHFO 0.5,1
41400004474,2106.0,52.0,LSHFO 0.5,1
41400004476,2551.5,63.0,LSHFO 0.5,1
41400004478,2308.5,57.0,LSHFO 0.5,1
41400004480,2106.0,52.0,LSHFO 0.5,1
41400004488,40.5,1.0,LSHFO 0.5,1
41400004496,40.5,1.0,LSHFO 0.5,1
41400004504,283.5,7.0,LSHFO 0.5,1
41400004506,2227.5,55.0,LSHFO 0.5,1
41400004508,2551.5,63.0,LSHFO 0.5,1
41400004510,2551.5,63.0,LSHFO 0.5,1
41400004513,2389.5,59.0,LSHFO 0.5,1
41400004515,2349.0,58.0,LSHFO 0.5,1
41400004517,2794.5,69.0,LSHFO 0.5,1
41400004519,1984.5,49.0,LSHFO 0.5,3
41400004521,2673.0,66.0,LSHFO 0.5,1
41400004523,1134.0,28.0,LSHFO 0.5,1
41400004525,2187.0,54.0,LSHFO 0.5,1
41400004527,2308.5,57.0,LSHFO 0.5,1
41400004530,2065.5,51.0,LSHFO 0.5,1
41400004532,2308.5,57.0,LSHFO 0.5,1
41400004534,2227.5,55.0,LSHFO 0.5,1
41400004536,2025.0,50.0,LSHFO 0.5,1
41400004538,2106.0,52.0,LSHFO 0.5,1
41400004546,81.0,2.0,LSHFO 0.5,1
41400004554,81.0,2.0,LSHFO 0.5,1
41400004558,0.0,0.0,LSHFO 0.5,3
41400004563,81.0,2.0,LSHFO 0.5,1
41400004567,0.0,0.0,LSHFO 0.5,3
41400004571,40.5,1.0,LSHFO 0.5,1
41400004575,121.5,3.0,LSHFO 0.5,3
41400004581,121.5,3.0,LSHFO 0.5,1
41400004589,121.5,3.0,LSHFO 0.5,1
41400004593,1417.5,35.0,LSHFO 0.5,1
41400004595,2065.5,51.0,LSHFO 0.5,1
41400004597,1944.0,48.0,LSHFO 0.5,1
41400004603,283.5,7.0,LSHFO 0.5,1
41400004611,121.5,3.0,LSHFO 0.5,1
41400004615,405.0,10.0,LSHFO 0.5,1
41400004617,1863.0,46.0,LSHFO 0.5,1
41400004619,1863.0,46.0,LSHFO 0.5,1
41400004622,607.5,15.0,LSHFO 0.5,1
41400004628,81.0,2.0,LSHFO 0.5,3
41400004632,0.0,0.0,LSHFO 0.5,3
41400004634,0.0,0.0,LSHFO 0.5,3
41400004638,81.0,2.0,LSHFO 0.5,1
41400004646,202.5,5.0,LSHFO 0.5,1
41400004650,1660.5,41.0,LSHFO 0.5,1
41400004652,2227.5,55.0,LSHFO 0.5,1
41400004655,2349.0,58.0,LSHFO 0.5,1
41400004657,2389.5,59.0,LSHFO 0.5,3
41400004659,2389.5,59.0,LSHFO 0.5,3
41400004661,2146.5,53.0,LSHFO 0.5,1
41400004663,2146.5,53.0,LSHFO 0.5,1
41400004665,2146.5,53.0,LSHFO 0.5,1
41400004668,2632.5,65.0,LSHFO 0.5,1
41400004670,2187.0,54.0,LSHFO 0.5,1
41400004672,2389.5,59.0,LSHFO 0.5,1
41400004674,1620.0,40.0,LSHFO 0.5,1
41400004685,0.0,0.0,LSHFO 0.5,3
41400004691,0.0,0.0,LSHFO 0.5,3
41400004695,0.0,0.0,LSHFO 0.5,3
41400004699,81.0,2.0,LSHFO 0.5,3
41400004703,81.0,2.0,LSHFO 0.5,3
41400004709,81.0,2.0,LSHFO 0.5,1
41400004713,0.0,0.0,LSHFO 0.5,3
41400004718,81.0,2.0,LSHFO 0.5,3
41400004730,162.0,4.0,LSHFO 0.5,1
41400004738,81.0,2.0,LSHFO 0.5,1
41400004742,1215.0,30.0,LSHFO 0.5,1
41400004744,1741.5,43.0,LSHFO 0.5,1
41400004746,1863.0,46.0,LSHFO 0.5,1
41400004749,1863.0,46.0,LSHFO 0.5,1
41400004751,1863.0,46.0,LSHFO 0.5,1
41400004754,1863.0,46.0,LSHFO 0.5,1
41400004759,1741.5,43.0,LSHFO 0.5,1
41400004761,1822.5,45.0,LSHFO 0.5,1
41400004763,1822.5,45.0,LSHFO 0.5,1
41400004765,1822.5,45.0,LSHFO 0.5,1
41400004767,1863.0,46.0,LSHFO 0.5,1
41400004769,1863.0,46.0,LSHFO 0.5,1
41400004771,708.75,17.5,LSHFO 0.5,3
41400004777,101.25,2.5,LSHFO 0.5,3
41400004787,121.5,3.0,LSHFO 0.5,1
41400004790,0.0,0.0,LSHFO 0.5,3
41400004794,121.5,3.0,LSHFO 0.5,1
41400004806,20.25,0.5,LSHFO 0.5,1
41400004810,1040.85,25.7,LSHFO 0.5,1
41400004816,567.0,14.0,LSHFO 0.5,1
41400004831,81.0,2.0,LSHFO 0.5,1
41400004835,202.5,5.0,LSHFO 0.5,1
41400004840,1782.0,44.0,LSHFO 0.5,1
41400004842,1741.5,43.0,LSHFO 0.5,1
41400004844,931.5,23.0,LSHFO 0.5,1
41400004850,121.5,3.0,LSHFO 0.5,1
41400004858,81.0,2.0,LSHFO 0.5,1
41400004862,1498.5,37.0,LSHFO 0.5,1
41400004864,1660.5,41.0,LSHFO 0.5,1
41400004867,1599.75,39.5,LSHFO 0.5,1
41400004873,20.25,0.5,LSHFO 0.5,1
41400004885,40.5,1.0,LSHFO 0.5,1
41400004895,32.4,0.8,LSHFO 0.5,1
41400004899,0.0,0.0,LSHFO 0.5,1
41400004903,40.5,1.0,LSHFO 0.5,1
41400004907,850.5,21.0,LSHFO 0.5,1
41400004909,1944.0,48.0,LSHFO 0.5,1
41400004911,1863.0,46.0,LSHFO 0.5,1
41400004913,1498.5,37.0,LSHFO 0.5,1
41400004919,60.75,1.5,LSHFO 0.5,1
41400004923,0.0,0.0,LSHFO 0.5,1
41400004927,182.25,4.5,LSHFO 0.5,1
41400004932,648.0,16.0,LSHFO 0.5,1
41400004934,1863.0,46.0,LSHFO 0.5,1
41400004936,1822.5,45.0,LSHFO 0.5,1
41400004938,364.5,9.0,LSHFO 0.5,1
41400004946,162.0,4.0,LSHFO 0.5,1
41400004958,16.2,0.4,LSHFO 0.5,1
41400004962,736.29,18.18,LSHFO 0.5,1
41400004968,81.0,2.0,LSHFO 0.5,1
41400004979,20.25,0.5,LSHFO 0.5,1
41400004983,243.0,6.0,LSHFO 0.5,1
41400004985,567.0,14.0,LSHFO 0.5,1
41400004991,567.0,14.0,LSHFO 0.5,1
41400004999,40.5,1.0,LSHFO 0.5,1
41400005003,456.03,11.26,LSHFO 0.5,1
41400005009,76.95,1.9,LSHFO 0.5,1
41400005019,364.5,9.0,LSHFO 0.5,1
41400005032,101.25,2.5,LSHFO 0.5,1
41400005043,101.25,2.5,LSHFO 0.5,1
41400005047,546.75,13.5,LSHFO 0.5,1
41400005049,1944.0,48.0,LSHFO 0.5,1
41400005051,1944.0,48.0,LSHFO 0.5,1
41400005053,1944.0,48.0,LSHFO 0.5,1
41400005055,769.5,19.0,LSHFO 0.5,1
41400005061,20.25,0.5,LSHFO 0.5,1
41400005069,60.75,1.5,LSHFO 0.5,1
41400005078,20.25,0.5,LSHFO 0.5,1
41400005082,1174.5,29.0,LSHFO 0.5,1
41400005084,1842.75,45.5,LSHFO 0.5,1
41400005086,1863.0,46.0,LSHFO 0.5,1
41400005088,1863.0,46.0,LSHFO 0.5,1
41400005094,40.5,1.0,LSHFO 0.5,1
41400005102,267.3,6.6,LSHFO 0.5,1
41400005112,81.0,2.0,LSHFO 0.5,1
41400005120,81.0,2.0,LSHFO 0.5,1
41400005124,121.5,3.0,LSHFO 0.5,1
41400005126,2106.0,52.0,LSHFO 0.5,1
41400005128,2065.5,51.0,LSHFO 0.5,1
41400005130,2268.0,56.0,LSHFO 0.5,1
41400005132,2025.0,50.0,LSHFO 0.5,1
41400005134,2268.0,56.0,LSHFO 0.5,1
41400005136,1782.0,44.0,LSHFO 0.5,1
41400005138,2268.0,56.0,LSHFO 0.5,1
41400005140,2106.0,52.0,LSHFO 0.5,1
41400005144,1863.0,46.0,LSHFO 0.5,1
41400005147,2268.0,56.0,LSHFO 0.5,1
41400005149,2187.0,54.0,LSHFO 0.5,3
41400005151,2025.0,50.0,LSHFO 0.5,1
41400005153,1863.0,46.0,LSHFO 0.5,1
41400005156,2187.0,54.0,LSHFO 0.5,1
41400005158,2268.0,56.0,LSHFO 0.5,1
41400005160,2268.0,56.0,LSHFO 0.5,1
41400005162,1296.0,32.0,LSHFO 0.5,1
41400005168,20.25,0.5,LSHFO 0.5,1
41400005181,20.25,0.5,LSHFO 0.5,1
41400005187,2187.0,54.0,LSHFO 0.5,3
41400005190,2187.0,54.0,LSHFO 0.5,1
41400005192,2187.0,54.0,LSHFO 0.5,1
41400005195,2268.0,56.0,LSHFO 0.5,1
41400005197,2227.5,55.0,LSHFO 0.5,1
41400005199,2187.0,54.0,LSHFO 0.5,1
41400005201,2227.5,55.0,LSHFO 0.5,1
41400005203,2268.0,56.0,LSHFO 0.5,1
41400005205,2187.0,54.0,LSHFO 0.5,1
41400005207,2187.0,54.0,LSHFO 0.5,1
41400005209,2187.0,54.0,LSHFO 0.5,1
41400005211,2227.5,55.0,LSHFO 0.5,3
41400005213,2227.5,55.0,LSHFO 0.5,1
41400005215,2592.0,64.0,LSHFO 0.5,3
41400005217,2308.5,57.0,LSHFO 0.5,3
41400005219,2263.5,55.0,LSHFO 0.5,2
41400005222,1618.5,39.0,LSMGO 0.5,2
41400005228,290.5,7.0,VLSHFO 0.1,1
41400005232,8.3,0.2,VLSHFO 0.1,1
41400005234,0.0,0.0,LSHFO 0.5,3
41400005256,124.5,3.0,VLSHFO 0.1,1
41400005265,456.5,11.0,VLSHFO 0.1,1
41400005273,0.0,0.0,LSHFO 0.5,3
41400005277,0.0,0.0,LSHFO 0.5,3
41400005283,352.75,8.5,VLSHFO 0.1,1
41400005324,373.5,9.0,VLSHFO 0.1,1
41400005328,1115.52,26.88,VLSHFO 0.1,1
41400005330,1549.0,38.0,LSHFO 0.5,2
41400005332,1539.0,38.0,LSHFO 0.5,1
41400005334,1863.0,46.0,LSHFO 0.5,1
41400005336,1863.0,46.0,LSHFO 0.5,1
41400005338,1863.0,46.0,LSHFO 0.5,2
41400005344,1944.0,48.0,LSHFO 0.5,1
41400005346,1944.0,48.0,LSHFO 0.5,1
41400005348,1984.5,49.0,LSHFO 0.5,1
41400005350,1944.0,48.0,LSHFO 0.5,1
41400005354,1863.0,46.0,LSHFO 0.5,1
41400005357,1944.0,48.0,LSHFO 0.5,1
41400005360,2025.0,50.0,LSHFO 0.5,1
41400005368,2349.0,58.0,LSHFO 0.5,1
41400005370,2389.5,59.0,LSHFO 0.5,1
41400005372,2106.0,52.0,LSHFO 0.5,1
41400005376,2389.5,59.0,LSHFO 0.5,1
41400005378,2389.5,59.0,LSHFO 0.5,1
41400005380,2369.25,58.5,LSHFO 0.5,1
41400005384,2106.0,52.0,LSHFO 0.5,1
41400005386,2268.0,56.0,LSHFO 0.5,1
41400005388,2268.0,56.0,LSHFO 0.5,1
41400005392,2025.0,50.0,LSHFO 0.5,1
41400005394,2146.5,53.0,LSHFO 0.5,1
41400005398,1701.0,42.0,LSHFO 0.5,1
41400005400,2081.7,51.4,LSHFO 0.5,1
41400005408,17.009999999999998,0.42,LSHFO 0.5,1
41400005412,23.49,0.58,LSHFO 0.5,1
41400005416,1944.0,48.0,LSHFO 0.5,1
41400005419,1863.0,46.0,LSHFO 0.5,1
41400005421,1822.5,45.0,LSHFO 0.5,1
41400005423,1782.0,44.0,LSHFO 0.5,1
41400005425,2025.0,50.0,LSHFO 0.5,1
41400005427,1701.0,42.0,LSHFO 0.5,1
41400005429,1579.5,39.0,LSHFO 0.5,1
41400005433,850.5,21.0,LSHFO 0.5,1
41400005522,24.3,0.6,LSHFO 0.5,1
41400005532,184.275,4.55,LSHFO 0.5,1
41400005541,202.5,5.0,LSHFO 0.5,1
41400005545,548.37,13.54,LSHFO 0.5,1
41400005547,2249.775,55.55,LSHFO 0.5,1
41400005549,1256.31,31.02,LSHFO 0.5,1
41400005551,2037.96,50.32,LSHFO 0.5,1
41400005553,2356.6949999999997,58.19,LSHFO 0.5,1
41400005555,2275.29,56.18,LSHFO 0.5,1
41400005557,1984.5,49.0,LSHFO 0.5,1
41400005559,1792.9350000000002,44.27,LSHFO 0.5,1
41400005565,1999.89,49.38,LSHFO 0.5,1
41400005567,2155.41,53.22,LSHFO 0.5,1
41400005570,2329.56,57.52,LSHFO 0.5,1
41400005572,1985.3100000000002,49.02,LSHFO 0.5,1
41400005574,2242.8900000000003,55.38,LSHFO 0.5,1
41400005576,2142.45,52.9,LSHFO 0.5,1
41400005578,2414.205,59.61,LSHFO 0.5,1
41400005580,2525.58,62.36,LSHFO 0.5,1
41400005582,1622.85,39.5,LSHFO 0.5,2
41400005589,42.6,1.0,LSMGO 0.5,1
41400005597,100.962,2.37,LSMGO 0.5,1
41400005601,632.61,15.62,LSHFO 0.5,1
41400005603,2325.51,57.42,LSHFO 0.5,1
41400005606,1984.5,49.0,LSHFO 0.5,1
41400005611,1887.3,46.6,LSHFO 0.5,1
41400005613,1905.93,47.06,LSHFO 0.5,1
41400005615,2293.5150000000003,56.63,LSHFO 0.5,1
41400005618,1960.2,48.4,LSHFO 0.5,1
41400005620,1941.57,47.94,LSHFO 0.5,1
41400005622,1379.0249999999999,34.05,LSHFO 0.5,1
41400005624,2055.7799999999997,50.76,LSHFO 0.5,1
41400005626,1900.665,46.93,LSHFO 0.5,1
41400005631,1944.0,48.0,LSHFO 0.5,1
41400005633,1832.625,45.25,LSHFO 0.5,1
41400005635,2009.61,49.62,LSHFO 0.5,1
41400005637,1828.575,45.15,LSHFO 0.5,1
41400005640,40.5,1.0,LSHFO 0.5,1
41400005646,20.25,0.5,LSHFO 0.5,1
41400005650,0.0,0.0,LSHFO 0.5,3
41400005654,81.0,2.0,LSHFO 0.5,1
41400005658,2.1300000000000003,0.05,LSMGO 0.5,1
41400005662,324.0,8.0,LSHFO 0.5,1
41400005672,30.375,0.75,LSHFO 0.5,1
41400005676,81.0,2.0,LSHFO 0.5,1
41400005682,243.0,6.0,LSHFO 0.5,1
41400005686,648.0,16.0,LSHFO 0.5,1
41400005690,324.0,8.0,LSHFO 0.5,1
41400005702,243.0,6.0,LSHFO 0.5,1
41400005706,911.25,22.5,LSHFO 0.5,1
41400005712,81.0,2.0,LSHFO 0.5,1
41400005716,253.98000000000002,6.12,LSHFO 0.5,2
41400005720,162.0,4.0,LSHFO 0.5,1
41400005729,101.25,2.5,LSHFO 0.5,1
41400005734,1592.865,39.33,LSHFO 0.5,1
41400005736,1079.325,26.65,LSHFO 0.5,3
41400005742,194.4,4.8,LSHFO 0.5,1
41400005750,194.4,4.8,LSHFO 0.5,1
41400005754,923.4,22.8,LSHFO 0.5,1
41400005756,2187.0,54.0,LSHFO 0.5,1
41400005762,283.5,7.0,LSHFO 0.5,1
41400005770,190.35,4.7,LSHFO 0.5,1
41400005774,1579.5,39.0,LSHFO 0.5,1
41400005776,1377.0,34.0,LSHFO 0.5,1
41400006193,40.5,1.0,LSHFO 0.5,1
41400006204,162.0,4.0,LSHFO 0.5,1
41400006214,0.0,0.0,LSHFO 0.5,3
41400006216,0.0,0.0,LSHFO 0.5,3
41400006223,121.5,3.0,LSHFO 0.5,1
41400006228,50.625,1.25,LSHFO 0.5,3
41400006231,182.25,4.5,LSHFO 0.5,1
41400006237,20.25,0.5,LSHFO 0.5,1
41400006242,0.0,0.0,LSHFO 0.5,3
41400006246,20.25,0.5,LSHFO 0.5,3
41400006250,891.0,22.0,LSHFO 0.5,1
41400006252,1660.5,41.0,LSHFO 0.5,1
41400006254,2511.0,62.0,LSHFO 0.5,1
41400006256,1782.0,44.0,LSHFO 0.5,1
41400006258,1822.5,45.0,LSHFO 0.5,1
41400006260,2389.5,59.0,LSHFO 0.5,1
41400006262,2187.0,54.0,LSHFO 0.5,1
41400006264,2146.5,53.0,LSHFO 0.5,1
41400006266,1701.0,42.0,LSHFO 0.5,1
41400006268,1660.5,41.0,LSHFO 0.5,1
41400006270,2551.5,63.0,LSHFO 0.5,1
41400006272,2511.0,62.0,LSHFO 0.5,1
41400006274,1944.0,48.0,LSHFO 0.5,3
41400006276,2146.5,53.0,LSHFO 0.5,1
41400006279,2227.5,55.0,LSHFO 0.5,1
41400006281,2268.0,56.0,LSHFO 0.5,1
41400006283,2227.5,55.0,LSHFO 0.5,1
41400006285,2713.5,67.0,LSHFO 0.5,1
41400006287,2025.0,50.0,LSHFO 0.5,1
41400006291,1903.5,47.0,LSHFO 0.5,1
41400006293,1984.5,49.0,LSHFO 0.5,1
41400006300,81.0,2.0,LSHFO 0.5,1
41400006304,0.0,0.0,LSHFO 0.5,3
41400006308,60.75,1.5,LSHFO 0.5,1
41400006312,891.0,22.0,LSHFO 0.5,1
41400006314,1984.5,49.0,LSHFO 0.5,1
41400006316,1863.0,46.0,LSHFO 0.5,3
41400006318,1863.0,46.0,LSHFO 0.5,1
41400006320,1863.0,46.0,LSHFO 0.5,1
41400006322,1863.0,46.0,LSHFO 0.5,3
41400006324,1863.0,46.0,LSHFO 0.5,3
41400006326,1863.0,46.0,LSHFO 0.5,1
41400006328,1863.0,46.0,LSHFO 0.5,1
41400006330,1863.0,46.0,LSHFO 0.5,1
41400006332,1863.0,46.0,LSHFO 0.5,1
41400006334,1863.0,46.0,LSHFO 0.5,1
41400006336,1863.0,46.0,LSHFO 0.5,3
41400006338,222.75,5.5,LSHFO 0.5,1
41400006344,121.5,3.0,LSHFO 0.5,1
41400006352,74.925,1.85,LSHFO 0.5,1
41400006365,36.45,0.9,LSHFO 0.5,1
41400006369,202.5,5.0,LSHFO 0.5,1
41400006375,36.45,0.9,LSHFO 0.5,1
41400006383,141.75,3.5,LSHFO 0.5,1
41400006387,0.0,0.0,LSHFO 0.5,3
41400006392,129.6,3.2,LSHFO 0.5,1
41400006396,0.0,0.0,LSHFO 0.5,3
41400006400,186.29999999999998,4.6,LSHFO 0.5,1
41400006408,16.2,0.4,LSHFO 0.5,1
41400006412,1255.5,31.0,LSHFO 0.5,1
41400006414,1579.5,39.0,LSHFO 0.5,1
41400006416,1579.5,39.0,LSHFO 0.5,1
41400006418,1579.5,39.0,LSHFO 0.5,1
41400006420,1579.5,39.0,LSHFO 0.5,3
41400006422,1579.5,39.0,LSHFO 0.5,3
41400006424,1579.5,39.0,LSHFO 0.5,1
41400006426,1579.5,39.0,LSHFO 0.5,1
41400006428,1741.5,43.0,LSHFO 0.5,1
41400006430,1822.5,45.0,LSHFO 0.5,1
41400006432,1822.5,45.0,LSHFO 0.5,1
41400006434,1822.5,45.0,LSHFO 0.5,1
41400006436,1701.0,42.0,LSHFO 0.5,1
41400006438,1498.5,37.0,LSHFO 0.5,1
41400006445,40.5,1.0,LSHFO 0.5,1
41400006455,124.65,3.0,LSHFO 0.5,2
41400006463,42.6,1.0,LSMGO 0.5,1
41400006471,21.3,0.5,LSMGO 0.5,1
41400006494,0.0,0.0,LSHFO 0.5,2
41400006509,0.0,0.0,LSHFO 0.5,3
41400006513,0.0,0.0,LSHFO 0.5,2
41400006521,12.78,0.3,LSMGO 0.5,1
41400006525,0.0,0.0,LSHFO 0.5,3
41400006529,42.6,1.0,LSMGO 0.5,1
41400006537,56.699999999999996,1.4,LSHFO 0.5,3
41400006560,1004.4,24.8,LSHFO 0.5,1
41400006562,1134.0,28.0,LSHFO 0.5,1
41400006564,1296.0,32.0,LSHFO 0.5,1
41400006566,1417.5,35.0,LSHFO 0.5,1
41400006568,1539.0,38.0,LSHFO 0.5,1
41400006570,1255.5,31.0,LSHFO 0.5,1
41400006572,1134.0,28.0,LSHFO 0.5,3
41400006578,91.125,2.25,LSHFO 0.5,1
41400006582,0.0,0.0,LSHFO 0.5,4
41400006586,40.5,1.0,LSHFO 0.5,1
41400006590,145.8,3.6,LSHFO 0.5,3
41400006592,1458.0,36.0,LSHFO 0.5,1
41400006594,1498.5,37.0,LSHFO 0.5,1
41400006596,1539.0,38.0,LSHFO 0.5,1
41400006598,1579.5,39.0,LSHFO 0.5,1
41400006600,1640.25,40.5,LSHFO 0.5,1
41400006602,1620.0,40.0,LSHFO 0.5,1
41400006604,1701.0,42.0,LSHFO 0.5,1
41400006659,1701.0,42.0,LSHFO 0.5,1
41400006661,1802.25,44.5,LSHFO 0.5,1
41400006663,1539.0,38.0,LSHFO 0.5,1
41400006665,1498.5,37.0,LSHFO 0.5,1
41400006667,1559.25,38.5,LSHFO 0.5,1
41400006669,1640.25,40.5,LSHFO 0.5,1
